sample_name	age	age_units	anonymized_name	bmi	body_habitat	body_product	body_site	collection_timestamp	country	description	diet	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	geo_loc_name	habitat2	height	height_units	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	life_stage	longitude	physical_speciman_location	physical_specimen_location	physical_specimen_remaining	public	qiita_study_id	sample_type	scientific_name	sex	taxon_id	title	weight	weight_units
11212.BWC2342	Missing: Not provided	Missing: Not provided	BWC2342	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate6_BWC2342_A4	Folivore	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	mantled guereza	Colobus guereza	BWC2342	33548	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.ERUB.102M	Missing: Not provided	Missing: Not provided	ERUB.102M	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AMATO_2_ERUB_21M_D3	Not	TRUE	117.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	red-bellied lemur	Eulemur rubriventer	ERUB.102M	34829	-27.2	Missing: Not provided	47.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.ERUB.105M	Missing: Not provided	Missing: Not provided	ERUB.105M	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AMATO_2_APIGRA_105_D6	Not	TRUE	117.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	red-bellied lemur	Eulemur rubriventer	ERUB.105M	34829	-27.2	Missing: Not provided	47.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.ERUB.108M	Missing: Not provided	Missing: Not provided	ERUB.108M	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AMATO_2_BLANK.2.9D_D9	Not	TRUE	117.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	red-bellied lemur	Eulemur rubriventer	ERUB.108M	34829	-27.2	Missing: Not provided	47.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.ERUB.10M	Missing: Not provided	Missing: Not provided	ERUB.10M	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AMATO_2_ERUB_10_D11	Not	TRUE	117.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	red-bellied lemur	Eulemur rubriventer	ERUB.10M	34829	-27.2	Missing: Not provided	47.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.ERUB.12M	Missing: Not provided	Missing: Not provided	ERUB.12M	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AMATO_2_ERUB_22M_E2	Not	TRUE	117.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	red-bellied lemur	Eulemur rubriventer	ERUB.12M	34829	-27.2	Missing: Not provided	47.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.ERUB.13M	Missing: Not provided	Missing: Not provided	ERUB.13M	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AMATO_2_ERUB_3M_E3	Not	TRUE	117.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	red-bellied lemur	Eulemur rubriventer	ERUB.13M	34829	-27.2	Missing: Not provided	47.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.ERUB.14M	Missing: Not provided	Missing: Not provided	ERUB.14M	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AMATO_2_APIGRA_107_E4	Not	TRUE	117.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	red-bellied lemur	Eulemur rubriventer	ERUB.14M	34829	-27.2	Missing: Not provided	47.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.ERUB.20M	Missing: Not provided	Missing: Not provided	ERUB.20M	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AMATO_2_APIGRA_103_E11	Not	TRUE	117.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	red-bellied lemur	Eulemur rubriventer	ERUB.20M	34829	-27.2	Missing: Not provided	47.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.ERUB.21M	Missing: Not provided	Missing: Not provided	ERUB.21M	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AMATO_2_VVARI_7_E12	Not	TRUE	117.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	red-bellied lemur	Eulemur rubriventer	ERUB.21M	34829	-27.2	Missing: Not provided	47.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.ERUB.33M	Missing: Not provided	Missing: Not provided	ERUB.33M	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AMATO_2_ERUB_26M_G1	Not	TRUE	117.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	red-bellied lemur	Eulemur rubriventer	ERUB.33M	34829	-27.2	Missing: Not provided	47.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.ERUB.4M	Missing: Not provided	Missing: Not provided	ERUB.4M	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AMATO_2_APIGRA_133_H7	Not	TRUE	117.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	red-bellied lemur	Eulemur rubriventer	ERUB.4M	34829	-27.2	Missing: Not provided	47.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.ERUB.76M	Missing: Not provided	Missing: Not provided	ERUB.76M	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AG_57_14356_B12	Not	TRUE	117.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	red-bellied lemur	Eulemur rubriventer	ERUB.76M	34829	-27.2	Missing: Not provided	47.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.ERUB.79M	Missing: Not provided	Missing: Not provided	ERUB.79M	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AG_57_17654_C2	Not	TRUE	117.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	red-bellied lemur	Eulemur rubriventer	ERUB.79M	34829	-27.2	Missing: Not provided	47.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.ERUB.98M	Missing: Not provided	Missing: Not provided	ERUB.98M	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AG_57_BLANK.57.11D_D11	Not	TRUE	117.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	red-bellied lemur	Eulemur rubriventer	ERUB.98M	34829	-27.2	Missing: Not provided	47.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Gor1	Missing: Not provided	Missing: Not provided	Gor1	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	CAR	Se_Jin_Storage_Plate5_Gor1_D6	Folivore	TRUE	409.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Central African Republic	Rainforest	Missing: Not provided	Missing: Not provided	western gorilla	Gorilla gorilla	Gor1	9593	3.1	Missing: Not provided	16.3	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Gor11	Missing: Not provided	Missing: Not provided	Gor11	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	CAR	Se_Jin_Storage_Plate5_Gor11_F7	Folivore	TRUE	409.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Central African Republic	Rainforest	Missing: Not provided	Missing: Not provided	western gorilla	Gorilla gorilla	Gor11	9593	3.1	Missing: Not provided	16.3	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Gor12	Missing: Not provided	Missing: Not provided	Gor12	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	CAR	Se_Jin_Storage_Plate5_Gor12_G7	Folivore	TRUE	409.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Central African Republic	Rainforest	Missing: Not provided	Missing: Not provided	western gorilla	Gorilla gorilla	Gor12	9593	3.1	Missing: Not provided	16.3	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Gor2	Missing: Not provided	Missing: Not provided	Gor2	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	CAR	Se_Jin_Storage_Plate5_Gor2_E6	Folivore	TRUE	409.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Central African Republic	Rainforest	Missing: Not provided	Missing: Not provided	western gorilla	Gorilla gorilla	Gor2	9593	3.1	Missing: Not provided	16.3	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Gor3	Missing: Not provided	Missing: Not provided	Gor3	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	CAR	Se_Jin_Storage_Plate5_Gor3_F6	Folivore	TRUE	409.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Central African Republic	Rainforest	Missing: Not provided	Missing: Not provided	western gorilla	Gorilla gorilla	Gor3	9593	3.1	Missing: Not provided	16.3	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Gor4	Missing: Not provided	Missing: Not provided	Gor4	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	CAR	Se_Jin_Storage_Plate5_Gor4_G6	Folivore	TRUE	409.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Central African Republic	Rainforest	Missing: Not provided	Missing: Not provided	western gorilla	Gorilla gorilla	Gor4	9593	3.1	Missing: Not provided	16.3	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Gor5	Missing: Not provided	Missing: Not provided	Gor5	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	CAR	Se_Jin_Storage_Plate5_Gor5_H6	Folivore	TRUE	409.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Central African Republic	Rainforest	Missing: Not provided	Missing: Not provided	western gorilla	Gorilla gorilla	Gor5	9593	3.1	Missing: Not provided	16.3	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Gor6	Missing: Not provided	Missing: Not provided	Gor6	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	CAR	Se_Jin_Storage_Plate5_Gor6_A7	Folivore	TRUE	409.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Central African Republic	Rainforest	Missing: Not provided	Missing: Not provided	western gorilla	Gorilla gorilla	Gor6	9593	3.1	Missing: Not provided	16.3	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Gor7	Missing: Not provided	Missing: Not provided	Gor7	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	CAR	Se_Jin_Storage_Plate5_Gor7_B7	Folivore	TRUE	409.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Central African Republic	Rainforest	Missing: Not provided	Missing: Not provided	western gorilla	Gorilla gorilla	Gor7	9593	3.1	Missing: Not provided	16.3	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Gor8	Missing: Not provided	Missing: Not provided	Gor8	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	CAR	Se_Jin_Storage_Plate5_Gor8_C7	Folivore	TRUE	409.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Central African Republic	Rainforest	Missing: Not provided	Missing: Not provided	western gorilla	Gorilla gorilla	Gor8	9593	3.1	Missing: Not provided	16.3	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Gor9	Missing: Not provided	Missing: Not provided	Gor9	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	CAR	Se_Jin_Storage_Plate5_Gor9_D7	Folivore	TRUE	409.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Central African Republic	Rainforest	Missing: Not provided	Missing: Not provided	western gorilla	Gorilla gorilla	Gor9	9593	3.1	Missing: Not provided	16.3	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB1	Missing: Not provided	Missing: Not provided	JB1	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate6_JB1_B1	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	hamadryas baboon	Papio hamadryas	JB1	9557	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB10	Missing: Not provided	Missing: Not provided	JB10	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate5_JB10_A12	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	olive baboon	Papio anubis	JB10	9555	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB12	Missing: Not provided	Missing: Not provided	JB12	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate5_JB12_B12	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	olive baboon	Papio anubis	JB12	9555	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB13	Missing: Not provided	Missing: Not provided	JB13	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate6_JB13_C1	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	hamadryas baboon	Papio hamadryas	JB13	9557	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB15	Missing: Not provided	Missing: Not provided	JB15	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate6_JB15_E1	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	hamadryas baboon	Papio hamadryas	JB15	9557	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB17	Missing: Not provided	Missing: Not provided	JB17	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate6_JB17_F1	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	hamadryas baboon	Papio hamadryas	JB17	9557	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB18	Missing: Not provided	Missing: Not provided	JB18	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate6_JB18_G1	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	hamadryas baboon	Papio hamadryas	JB18	9557	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB19	Missing: Not provided	Missing: Not provided	JB19	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate6_JB19_H1	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	hamadryas baboon	Papio hamadryas	JB19	9557	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB24	Missing: Not provided	Missing: Not provided	JB24	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate5_JB24_C12	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	olive baboon	Papio anubis	JB24	9555	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB25	Missing: Not provided	Missing: Not provided	JB25	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate5_JB25_D12	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	olive baboon	Papio anubis	JB25	9555	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB26	Missing: Not provided	Missing: Not provided	JB26	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate6_JB26_A2	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	hamadryas baboon	Papio hamadryas	JB26	9557	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB27	Missing: Not provided	Missing: Not provided	JB27	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate6_JB27_E2	Folivore	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	gelada	Theropithecus gelada	JB27	34825	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB28	Missing: Not provided	Missing: Not provided	JB28	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate5_JB28_E12	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	olive baboon	Papio anubis	JB28	9555	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB29	Missing: Not provided	Missing: Not provided	JB29	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate6_JB29_F2	Folivore	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	gelada	Theropithecus gelada	JB29	34825	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB3	Missing: Not provided	Missing: Not provided	JB3	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate6_JB3_B2	Folivore	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	gelada	Theropithecus gelada	JB3	34825	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB30	Missing: Not provided	Missing: Not provided	JB30	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate5_JB30_F12	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	olive baboon	Papio anubis	JB30	9555	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB31	Missing: Not provided	Missing: Not provided	JB31	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate5_JB31_G12	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	olive baboon	Papio anubis	JB31	9555	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB32	Missing: Not provided	Missing: Not provided	JB32	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate6_JB32_G2	Folivore	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	gelada	Theropithecus gelada	JB32	34825	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
