sample_name	age	age_units	anonymized_name	bmi	body_habitat	body_product	body_site	collection_timestamp	country	description	diet	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	geo_loc_name	habitat2	height	height_units	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	life_stage	longitude	physical_speciman_location	physical_specimen_location	physical_specimen_remaining	public	qiita_study_id	sample_type	scientific_name	sex	taxon_id	title	weight	weight_units
11212.JB34	Missing: Not provided	Missing: Not provided	JB34	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate6_JB34_H2	Folivore	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	gelada	Theropithecus gelada	JB34	34825	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB35	Missing: Not provided	Missing: Not provided	JB35	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate6_JB35_A3	Folivore	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	gelada	Theropithecus gelada	JB35	34825	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB4	Missing: Not provided	Missing: Not provided	JB4	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate5_JB4_H11	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	olive baboon	Papio anubis	JB4	9555	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.JB8	Missing: Not provided	Missing: Not provided	JB8	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ethiopia	Se_Jin_Storage_Plate6_JB8_C2	Folivore	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ethiopia	na	Missing: Not provided	Missing: Not provided	gelada	Theropithecus gelada	JB8	34825	8.98	Missing: Not provided	40.17	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.LabEllis3	Missing: Not provided	Missing: Not provided	LabEllis3	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ecuador	Se_Jin_Storage_Plate1_LabEllis3_H11	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ecuador	Rainforest	Missing: Not provided	Missing: Not provided	brown woolly monkey	Lagothrix lagotricha	LabEllis3	9519	-0.79	Missing: Not provided	-75.53	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.LagAb2	Missing: Not provided	Missing: Not provided	LagAb2	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ecuador	Se_Jin_Storage_Plate1_LagAb2_G11	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ecuador	Rainforest	Missing: Not provided	Missing: Not provided	brown woolly monkey	Lagothrix lagotricha	LagAb2	9519	-0.79	Missing: Not provided	-75.53	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.LagEllis1	Missing: Not provided	Missing: Not provided	LagEllis1	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ecuador	Se_Jin_Storage_Plate1_LagEllis1_F11	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ecuador	Rainforest	Missing: Not provided	Missing: Not provided	brown woolly monkey	Lagothrix lagotricha	LagEllis1	9519	-0.79	Missing: Not provided	-75.53	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.LagEllis4	Missing: Not provided	Missing: Not provided	LagEllis4	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ecuador	Se_Jin_Storage_Plate1_LagEllis4_A12	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ecuador	Rainforest	Missing: Not provided	Missing: Not provided	brown woolly monkey	Lagothrix lagotricha	LagEllis4	9519	-0.79	Missing: Not provided	-75.53	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.LagEllis5	Missing: Not provided	Missing: Not provided	LagEllis5	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Ecuador	Se_Jin_Storage_Plate1_LagEllis5_B12	Not	TRUE	829.6	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Ecuador	Rainforest	Missing: Not provided	Missing: Not provided	brown woolly monkey	Lagothrix lagotricha	LagEllis5	9519	-0.79	Missing: Not provided	-75.53	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Lc155	Missing: Not provided	Missing: Not provided	Lc155	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AG_57_17760_E5	Not	TRUE	140.1	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	ring-tailed lemur	Lemur catta	Lc155	9447	-23.67	Missing: Not provided	44.6	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Lc172	Missing: Not provided	Missing: Not provided	Lc172	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AG_57_12044_E6	Not	TRUE	140.1	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	ring-tailed lemur	Lemur catta	Lc172	9447	-23.67	Missing: Not provided	44.6	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Lc23	Missing: Not provided	Missing: Not provided	Lc23	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AG_57_16449_F2	Not	TRUE	140.1	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	ring-tailed lemur	Lemur catta	Lc23	9447	-23.67	Missing: Not provided	44.6	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Lc259	Missing: Not provided	Missing: Not provided	Lc259	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	Se_Jin_Storage_Plate5_Lc259_C10	Not	TRUE	140.1	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Dry Forest	Missing: Not provided	Missing: Not provided	ring-tailed lemur	Lemur catta	Lc259	9447	-23.67	Missing: Not provided	44.6	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Lc268	Missing: Not provided	Missing: Not provided	Lc268	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	Se_Jin_Storage_Plate5_Lc268_D10	Not	TRUE	140.1	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Dry Forest	Missing: Not provided	Missing: Not provided	ring-tailed lemur	Lemur catta	Lc268	9447	-23.67	Missing: Not provided	44.6	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Lc301	Missing: Not provided	Missing: Not provided	Lc301	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	Se_Jin_Storage_Plate5_Lc301_G10	Not	TRUE	140.1	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Dry Forest	Missing: Not provided	Missing: Not provided	ring-tailed lemur	Lemur catta	Lc301	9447	-23.67	Missing: Not provided	44.6	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Lc307	Missing: Not provided	Missing: Not provided	Lc307	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	Se_Jin_Storage_Plate5_Lc307_H10	Not	TRUE	140.1	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Dry Forest	Missing: Not provided	Missing: Not provided	ring-tailed lemur	Lemur catta	Lc307	9447	-23.67	Missing: Not provided	44.6	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Lc308	Missing: Not provided	Missing: Not provided	Lc308	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	Se_Jin_Storage_Plate5_Lc308_A11	Not	TRUE	140.1	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Dry Forest	Missing: Not provided	Missing: Not provided	ring-tailed lemur	Lemur catta	Lc308	9447	-23.67	Missing: Not provided	44.6	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Lc310	Missing: Not provided	Missing: Not provided	Lc310	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	Se_Jin_Storage_Plate5_Lc310_B11	Not	TRUE	140.1	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Dry Forest	Missing: Not provided	Missing: Not provided	ring-tailed lemur	Lemur catta	Lc310	9447	-23.67	Missing: Not provided	44.6	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Lc316	Missing: Not provided	Missing: Not provided	Lc316	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	Se_Jin_Storage_Plate5_Lc316_D11	Not	TRUE	140.1	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Dry Forest	Missing: Not provided	Missing: Not provided	ring-tailed lemur	Lemur catta	Lc316	9447	-23.67	Missing: Not provided	44.6	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Lc318	Missing: Not provided	Missing: Not provided	Lc318	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	Se_Jin_Storage_Plate5_Lc318_E11	Not	TRUE	140.1	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Dry Forest	Missing: Not provided	Missing: Not provided	ring-tailed lemur	Lemur catta	Lc318	9447	-23.67	Missing: Not provided	44.6	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Lc331	Missing: Not provided	Missing: Not provided	Lc331	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AG_57_11160_F7	Not	TRUE	140.1	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	ring-tailed lemur	Lemur catta	Lc331	9447	-23.67	Missing: Not provided	44.6	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Lc336	Missing: Not provided	Missing: Not provided	Lc336	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	AG_57_17185_F8	Not	TRUE	140.1	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Rainforest	Missing: Not provided	Missing: Not provided	ring-tailed lemur	Lemur catta	Lc336	9447	-23.67	Missing: Not provided	44.6	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.PTr14	Missing: Not provided	Missing: Not provided	PTr14	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate5_PTr14_E9	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	chimpanzee	Pan troglodytes	PTr14	9598	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.PVAbb	Missing: Not provided	Missing: Not provided	PVAbb	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	Amato_Monkey_Plate1_PVAbb_E5	Folivore	TRUE	65.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Dry Forest	Missing: Not provided	Missing: Not provided	white sifaka	Propithecus verreauxi	PVAbb	34825	-20.8	Missing: Not provided	44.15	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.PVLou	Missing: Not provided	Missing: Not provided	PVLou	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	Amato_Monkey_Plate1_PVLou_F6	Folivore	TRUE	65.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Dry Forest	Missing: Not provided	Missing: Not provided	white sifaka	Propithecus verreauxi	PVLou	34825	-20.8	Missing: Not provided	44.15	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.PVPam	Missing: Not provided	Missing: Not provided	PVPam	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	Amato_Monkey_Plate1_PVPam_F7	Folivore	TRUE	65.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Dry Forest	Missing: Not provided	Missing: Not provided	white sifaka	Propithecus verreauxi	PVPam	34825	-20.8	Missing: Not provided	44.15	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.PVPet	Missing: Not provided	Missing: Not provided	PVPet	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	Amato_Monkey_Plate1_PVPet_H4	Folivore	TRUE	65.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Dry Forest	Missing: Not provided	Missing: Not provided	white sifaka	Propithecus verreauxi	PVPet	34825	-20.8	Missing: Not provided	44.15	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.PVQui	Missing: Not provided	Missing: Not provided	PVQui	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	Amato_Monkey_Plate1_PVQui_E7	Folivore	TRUE	65.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Dry Forest	Missing: Not provided	Missing: Not provided	white sifaka	Propithecus verreauxi	PVQui	34825	-20.8	Missing: Not provided	44.15	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.PVRij	Missing: Not provided	Missing: Not provided	PVRij	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Madagascar	Amato_Monkey_Plate1_PVRij_G6	Folivore	TRUE	65.8	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Madagascar	Dry Forest	Missing: Not provided	Missing: Not provided	white sifaka	Propithecus verreauxi	PVRij	34825	-20.8	Missing: Not provided	44.15	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Ptr1	Missing: Not provided	Missing: Not provided	Ptr1	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate5_Ptr1_H7	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	chimpanzee	Pan troglodytes	Ptr1	9598	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Ptr10	Missing: Not provided	Missing: Not provided	Ptr10	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate5_Ptr10_A9	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	chimpanzee	Pan troglodytes	Ptr10	9598	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Ptr11	Missing: Not provided	Missing: Not provided	Ptr11	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate5_Ptr11_B9	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	chimpanzee	Pan troglodytes	Ptr11	9598	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Ptr13	Missing: Not provided	Missing: Not provided	Ptr13	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate5_Ptr13_D9	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	chimpanzee	Pan troglodytes	Ptr13	9598	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Ptr15	Missing: Not provided	Missing: Not provided	Ptr15	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate5_Ptr15_F9	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	chimpanzee	Pan troglodytes	Ptr15	9598	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Ptr16	Missing: Not provided	Missing: Not provided	Ptr16	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate5_Ptr16_G9	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	chimpanzee	Pan troglodytes	Ptr16	9598	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Ptr17	Missing: Not provided	Missing: Not provided	Ptr17	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate5_Ptr17_H9	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	chimpanzee	Pan troglodytes	Ptr17	9598	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Ptr3	Missing: Not provided	Missing: Not provided	Ptr3	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate5_Ptr3_B8	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	chimpanzee	Pan troglodytes	Ptr3	9598	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Ptr4	Missing: Not provided	Missing: Not provided	Ptr4	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate5_Ptr4_C8	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	chimpanzee	Pan troglodytes	Ptr4	9598	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Ptr5	Missing: Not provided	Missing: Not provided	Ptr5	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate5_Ptr5_D8	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	chimpanzee	Pan troglodytes	Ptr5	9598	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Ptr6	Missing: Not provided	Missing: Not provided	Ptr6	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate5_Ptr6_E8	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	chimpanzee	Pan troglodytes	Ptr6	9598	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.Ptr9	Missing: Not provided	Missing: Not provided	Ptr9	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate5_Ptr9_H8	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	chimpanzee	Pan troglodytes	Ptr9	9598	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.RC2036	Missing: Not provided	Missing: Not provided	RC2036	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate6_RC2036_B4	Folivore	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	western red colobus	Piliocolobus badius	RC2036	164648	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.RC2068	Missing: Not provided	Missing: Not provided	RC2068	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate6_RC2068_C4	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	western red colobus	Cercopithecus ascanius	RC2068	164648	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.RC2071	Missing: Not provided	Missing: Not provided	RC2071	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate6_RC2071_D4	Folivore	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	western red colobus	Piliocolobus badius	RC2071	164648	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
